# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./Fixed_analysis/mm10.refGene.gtf" "-o" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/mT5-RNAseq_gene_counts_fixed.txt" "-t" "exon" "-g" "gene_id" "-T" "8" "-p" "-s" "0" "--ignoreDup" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam" 
Geneid	Chr	Start	End	Strand	Length	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam
Atp2b1	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	98914642;98914642;98914642;98915152;98915152;98968694;98968694;98968694;98968694;98968694;98979704;98979704;98979704;98979704;98979704;98986891;98986891;98986891;98986891;98986891;98987241;98987241;98987241;98987241;98987241;98991062;98991062;98991062;98991062;98991062;98993867;98993867;98993867;98993867;98993867;98994646;98994646;98994646;98994646;98994646;98996768;98996768;98996768;98996768;98996768;98999739;98999739;98999739;98999739;98999739;99001288;99001288;99001288;99001288;99001288;99003141;99003141;99003141;99003141;99003141;99009404;99009404;99009404;99009404;99009404;99010202;99010202;99010202;99010202;99010202;99010674;99010674;99010674;99010674;99010674;99014459;99014459;99014459;99014459;99014459;99014884;99014884;99014884;99014884;99014884;99015484;99015484;99015484;99015484;99015484;99016923;99016923;99016923;99016923;99016923;99018715;99018715;99018715;99018715;99018715;99019278;99019278;99019278;99019278;99022808;99022808;99022808;99022808;99022808	98914793;98914793;98914793;98915371;98915371;98969124;98969124;98969124;98969124;98969124;98979901;98979901;98979901;98979901;98979901;98987145;98987145;98987145;98987145;98987145;98987366;98987366;98987366;98987366;98987366;98991202;98991202;98991202;98991202;98991202;98993905;98993905;98993905;98993905;98993905;98994807;98994807;98994807;98994807;98994807;98996982;98996982;98996982;98996982;98996982;98999981;98999981;98999981;98999981;98999981;99001529;99001529;99001529;99001529;99001529;99003378;99003378;99003378;99003378;99003378;99009583;99009583;99009583;99009583;99009583;99010289;99010289;99010289;99010289;99010289;99010780;99010780;99010780;99010780;99010780;99014650;99014650;99014650;99014650;99014650;99015097;99015097;99015097;99015097;99015097;99015695;99015695;99015695;99015695;99015695;99017030;99017030;99017030;99017030;99017030;99018897;99018897;99018897;99018897;99018897;99019431;99019431;99019429;99019364;99026143;99026143;99026143;99026143;99026143	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7436	13477	17345	14824	21423	20539	19074
Lrriq1	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	103063302;103068903;103071050;103137107;103144482;103144801;103145407;103146204;103156337;103161709;103170421;103173217;103178722;103181814;103187347;103189832;103200557;103202358;103214399;103214399;103214460;103218078;103218078;103218078;103221236;103221236;103221236;103223693;103223693;103223693;103224880;103224880;103224880;103227176;103227176;103227176;103234013;103234013;103234013;103236020;103236276;103236276	103063509;103068963;103071200;103137208;103144564;103144896;103145528;103146293;103156456;103161910;103170858;103173396;103178815;103181887;103187474;103190025;103200707;103202510;103216112;103216112;103216112;103218152;103218152;103218152;103221459;103221459;103221459;103223810;103223810;103223810;103224971;103224971;103224971;103227302;103227302;103227302;103234157;103234157;103234157;103236322;103236322;103236322	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5445	677	1838	611	999	279	458
Sgtb	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	104109741;104109741;104111070;104111070;104118324;104118324;104121467;104121467;104124190;104124190;104129229;104129229;104131937;104131937;104132166;104132166;104134604;104134604;104134840;104134840;104139740;104139740	104109969;104109993;104111189;104111189;104118427;104118427;104121536;104121536;104124289;104124289;104129333;104129333;104132075;104132075;104132228;104132228;104134641;104134641;104134923;104134923;104141859;104141859	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3196	705	1117	754	1056	869	837
Zfp532	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	65580230;65582418;65582897;65582897;65583201;65606683;65622984;65622984;65622984;65622984;65638750;65638750;65638750;65644193;65644193;65644193;65651560;65651560;65651560;65656351;65656351;65656351;65682895;65682895;65682895;65682895;65685525;65685525;65685525;65685525;65686962;65686962;65686962;65686962	65580510;65582809;65583006;65583006;65583507;65606779;65625334;65625334;65625334;65625334;65638931;65638931;65638931;65644369;65644369;65644369;65651722;65651722;65651722;65656632;65656632;65656632;65683007;65683007;65683007;65683007;65685690;65685690;65685690;65685690;65689436;65689436;65689436;65689436	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7096	322	137	1136	3623	1255	908
2310003N18Rik	chr9;chr9	50232523;50233055	50232852;50233182	-;-	458	2	0	17	3	4	7
Tnks2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	36834232;36845534;36849289;36851500;36852478;36852802;36854891;36857803;36859055;36862086;36862287;36865952;36867640;36871613;36872423;36873797;36875264;36876185;36879235;36880510;36881677;36884066;36885483;36887066;36888709;36889892;36890741	36834736;36845758;36849384;36851536;36852553;36852896;36854957;36857989;36859176;36862177;36862365;36866123;36867719;36871758;36872588;36874016;36875373;36876373;36879487;36880592;36881797;36884163;36885557;36887171;36888895;36890048;36893477	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6481	31654	36612	36080	51248	45633	40613
Mbtps1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	119508152;119508152;119510254;119510254;119513874;119513874;119515578;119515578;119518139;119518139;119520272;119520272;119520998;119520998;119521755;119521755;119522479;119522479;119524427;119524427;119525368;119525368;119528924;119528924;119531049;119531049;119533321;119533321;119535275;119535275;119538127;119538127;119538844;119538844;119541585;119541585;119542075;119542075;119542725;119542725;119545984;119545984;119547400;119547400;119549558;119558646;119558646	119508975;119508975;119510384;119510384;119514000;119514000;119515709;119515709;119518279;119518279;119520349;119520349;119521122;119521122;119521911;119521911;119522594;119522594;119524599;119524599;119525556;119525556;119529068;119529068;119531210;119531210;119533472;119533472;119535377;119535377;119538194;119538194;119538960;119538960;119541694;119541694;119542185;119542185;119542928;119542928;119546241;119546241;119547885;119547885;119549706;119558761;119558761	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4374	6220	8259	7637	11615	11354	9848
Cyp4f16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	32536557;32536557;32536557;32536995;32536995;32536998;32540271;32540271;32542738;32542738;32542738;32542877;32542877;32542877;32544108;32544108;32544108;32544883;32544883;32544883;32546369;32546369;32546369;32546630;32546630;32546630;32550253;32550253;32550253;32550503;32550503;32550503;32550732;32550732;32550732;32551056;32551056;32551056	32536655;32536655;32536655;32537196;32537196;32537196;32540415;32540415;32542791;32542791;32542791;32543004;32543004;32543004;32544229;32544229;32544229;32545153;32545153;32545153;32546435;32546435;32546435;32546759;32546759;32546759;32550386;32550386;32550386;32550567;32550567;32550567;32550814;32550814;32550814;32551798;32551798;32551798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2243	1303	1519	1146	1728	1466	1582
Toporsl	chr4;chr4;chr4;chr4	52596274;52607206;52609826;52609838	52596336;52607314;52612429;52612429	+;+;+;+	2776	0	0	0	0	0	0
Prpf38b	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	108902805;108902805;108905111;108905111;108905918;108907787;108907787;108907932;108907932;108908336;108908336;108911164;108911164	108904762;108904762;108905334;108905334;108905988;108907847;108907847;108908083;108908083;108908404;108908404;108911729;108911729	-;-;-;-;-;-;-;-;-;-;-;-;-	3101	7866	9227	6925	11784	11113	12377
Flrt1	chr19;chr19	7092011;7105087	7097229;7105729	-;-	5862	27	78	5	46	49	18
B4gat1	chr19;chr19	5038826;5040307	5040032;5041134	+;+	2035	1046	1537	1081	1841	2078	1917
Vmn1r57	chr7	5220478	5221410	+	933	0	0	0	0	0	0
Vmn1r61	chr7	5610411	5611313	-	903	0	0	0	0	0	0
Vmn1r60	chr7	5544197	5545099	-	903	0	0	0	0	0	0
Rcor3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	192098546;192098546;192098546;192098546;192101384;192101384;192101626;192108644;192108644;192108644;192116269;192116269;192116269;192116269;192116269;192116269;192119915;192119915;192119915;192119915;192119915;192119915;192123539;192123539;192123539;192123539;192123539;192123539;192124243;192124243;192124243;192124243;192124243;192124243;192125866;192125866;192125866;192125866;192125866;192125866;192127976;192127976;192127976;192127976;192127976;192127976;192129824;192130383;192130383;192130383;192130383;192130383;192130383;192137433;192137433;192137433;192137433;192137433;192137433;192137739;192137739;192137739;192137739;192137739;192137739	192101155;192101155;192101155;192101155;192101867;192101867;192101867;192108701;192108701;192108701;192116346;192116346;192116346;192116346;192116346;192116346;192120133;192120133;192120133;192120133;192120133;192120133;192123617;192123617;192123617;192123617;192123617;192123617;192124367;192124367;192124367;192124367;192124367;192124367;192126027;192126027;192126027;192126027;192126027;192126027;192128028;192128028;192128028;192128028;192128028;192128028;192129937;192130460;192130460;192130460;192130460;192130460;192130460;192137489;192137489;192137489;192137489;192137489;192137489;192138040;192138040;192138040;192138040;192138040;192138040	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4419	1296	1245	1250	1887	2415	1909
Man2a2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	80349097;80352926;80353162;80356342;80358243;80358910;80359280;80359636;80360896;80362299;80362609;80362889;80363154;80363467;80363928;80366869;80367311;80367697;80368214;80368506;80368720;80369593;80370732;80371102	80351851;80353033;80353362;80356478;80358384;80359043;80359394;80359758;80361132;80362464;80362676;80363003;80363336;80363669;80364105;80367055;80367484;80367824;80368385;80368650;80368977;80369745;80370929;80371375	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6554	4143	4985	4031	5744	7461	5797
Gm1715	chr9;chr9;chr9;chr9;chr9	52679863;52716671;52776036;52782710;52798427	52680071;52716828;52776168;52782879;52798772	+;+;+;+;+	1016	0	0	0	0	0	0
St6gal1	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	23224740;23226021;23256959;23256959;23290470;23317564;23317564;23317564;23321033;23321033;23321033;23328342;23328342;23328342;23354866;23354866;23354866;23356209;23356209;23356209;23357629;23357629;23357629	23225229;23226179;23257101;23257101;23290638;23317698;23317698;23317698;23321678;23321678;23321678;23328439;23328439;23328439;23354964;23354964;23354964;23356383;23356383;23356383;23360350;23360350;23360350	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4836	3573	3768	8082	9102	1987	2033
Fam227a	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	79609576;79615360;79617696;79620703;79623455;79626237;79630026;79634064;79636679;79637014;79640004;79640644;79642114;79643292;79643948;79648737;79649637;79658681	79612581;79615488;79617833;79620855;79623612;79626331;79630119;79634146;79636786;79637137;79640108;79640745;79642260;79643371;79644017;79648831;79649860;79658956	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5187	892	1373	610	1140	635	851
Arap2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	62602446;62606075;62611704;62613994;62615004;62621839;62630133;62635952;62638962;62641328;62642795;62646183;62649689;62654046;62668789;62669027;62669880;62670936;62675952;62676512;62677102;62677945;62683355;62685561;62698241;62706608;62714733;62730521;62732970;62733900;62734988;62748776;62765894	62604656;62606209;62611767;62614029;62615086;62621966;62630261;62636069;62639036;62641396;62642942;62646288;62649901;62654209;62668852;62669225;62669982;62671080;62676086;62676686;62677284;62678030;62683554;62685676;62698419;62706728;62714802;62730874;62733061;62733976;62735046;62749816;62766177	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7362	11087	20938	8820	12309	10543	12406
Tmem158	chr9	123259057	123260789	-	1733	84	72	92	234	658	758
Panx3	chr9;chr9;chr9;chr9	37659902;37664026;37666609;37668875	37661713;37664240;37666751;37669222	-;-;-;-	2518	0	3	0	2	0	2
2900057B20Rik	chr18;chr18;chr18	76091557;76094323;76098221	76091971;76094672;76098471	-;-;-	1016	2	1	4	3	2	0
Dcaf8l	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	89403848;89406769;89406997;89407310;89407551;89407901;89408141;89408476;89408774;89409050;89409340;89409545	89406681;89406908;89407083;89407459;89407638;89408048;89408229;89408547;89408940;89409199;89409451;89409689	-;-;-;-;-;-;-;-;-;-;-;-	4182	8	20	0	0	0	2
Diaph1	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	37843601;37843601;37843601;37851551;37851551;37851551;37853303;37853303;37853303;37853544;37853544;37853544;37854480;37854480;37854480;37855474;37855474;37855474;37855713;37855713;37855713;37856174;37856174;37856174;37856453;37856453;37856453;37860415;37860415;37860415;37862578;37862578;37862578;37889698;37889698;37889698;37890477;37890477;37890477;37891793;37891793;37891793;37893350;37893350;37893350;37894094;37894094;37894094;37895182;37895182;37895182;37896095;37896095;37896095;37896361;37896361;37896361;37897494;37897494;37897494;37900645;37900645;37900645;37902085;37902085;37902085;37903064;37903064;37903064;37903327;37903327;37903327;37903756;37903756;37903756;37905004;37905004;37905004;37906388;37906388;37911169;37935202;37935202;37935202	37845498;37845498;37845498;37851637;37851637;37851637;37853438;37853438;37853438;37853708;37853708;37853708;37854604;37854604;37854604;37855603;37855603;37855603;37855952;37855952;37855952;37856275;37856275;37856275;37856547;37856547;37856547;37860515;37860515;37860515;37862584;37862584;37862584;37889812;37889812;37889812;37891169;37891169;37891169;37891972;37891972;37891972;37893414;37893414;37893414;37894209;37894209;37894209;37895298;37895298;37895298;37896213;37896213;37896213;37896471;37896471;37896471;37897602;37897602;37897602;37900784;37900784;37900784;37902148;37902148;37902148;37903150;37903150;37903150;37903457;37903457;37903457;37903857;37903857;37903857;37905159;37905159;37905159;37906414;37906414;37911271;37935476;37935476;37935476	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5796	5415	6823	5567	8664	8320	7451
Pkp1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	135871394;135871394;135875598;135875598;135877071;135877071;135877673;135877673;135878122;135878122;135879846;135879846;135880722;135880722;135882481;135882481;135883897;135883897;135884905;135884905;135886733;135886733;135889692;135889692;135908876;135908876;135918811;135918811	135873649;135873645;135875704;135875704;135877158;135877158;135877859;135877859;135878275;135878275;135880022;135880022;135880877;135880877;135882595;135882595;135884074;135884074;135885112;135885112;135886877;135886877;135890086;135890086;135908982;135908982;135919207;135919207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4670	217	319	134	51	632	310
Gcsam	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	45610440;45610440;45613024;45615951;45615951;45616890;45616890;45618818;45618818;45619824;45619824	45610560;45610560;45613089;45616007;45616007;45616936;45616936;45618846;45618846;45622867;45622867	+;+;+;+;+;+;+;+;+;+;+	3364	0	0	6	0	4	2
Gfra2	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	70890107;70890107;70890107;70895772;70901489;70901489;70925718;70925718;70925718;70966207;70966207;70966207;70966997;70966997;70966997;70968244;70968244;70968244;70977256;70977256;70977256;70978374;70978374;70978374	70890894;70890894;70890894;70896086;70901572;70901572;70926072;70926072;70926072;70966316;70966316;70966316;70967137;70967137;70967137;70968416;70968416;70968416;70977309;70977309;70977309;70979840;70979840;70979840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3487	0	0	0	0	0	1
Crim1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	78200248;78237742;78279973;78281246;78302987;78313124;78315549;78335227;78344350;78345861;78347077;78350684;78354956;78367792;78369995;78372578;78374056	78201099;78237915;78280215;78281366;78303108;78313306;78315746;78335355;78344506;78345982;78347286;78350899;78355177;78367986;78370117;78372768;78376592	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5995	4494	7097	3787	7113	4770	4557
Pde4b	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	102254742;102254939;102421555;102487211;102487211;102487211;102497622;102497622;102497622;102497754;102497754;102497754;102505993;102505993;102505993;102555619;102570060;102570766;102570766;102587558;102589843;102590831;102590831;102590831;102590831;102590831;102595934;102595934;102595934;102595934;102595934;102597459;102597459;102597459;102597459;102597459;102597694;102597694;102597694;102597694;102597694;102599643;102599643;102599643;102599643;102599643;102601533;102601533;102601533;102601533;102601533;102601779;102601779;102601779;102601779;102601779;102602587;102602587;102602587;102602587;102602587;102604974;102604974;102604974;102604974;102604974	102255456;102255456;102421820;102487405;102487405;102487405;102497658;102497658;102497658;102497824;102497824;102497824;102506042;102506042;102506042;102555924;102570878;102570878;102570878;102587652;102590201;102590924;102590924;102590924;102590924;102590924;102596112;102596112;102596112;102596112;102596112;102597557;102597557;102597557;102597557;102597557;102597858;102597858;102597858;102597858;102597858;102599742;102599742;102599742;102599742;102599742;102601687;102601687;102601687;102601687;102601687;102601901;102601901;102601901;102601901;102601901;102602769;102602769;102602769;102602769;102602769;102607275;102607262;102607262;102607262;102607262	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6313	208	97	422	638	84	146
4933405L10Rik	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	105708289;105708289;105708796;105708796;105709400;105709400;105709661;105709688	105708515;105708515;105709013;105709013;105709584;105709584;105710245;105710245	+;+;+;+;+;+;+;+	1215	16	16	15	28	26	14
Nxf2	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	134944526;134944526;134944526;134944892;134944892;134944892;134949687;134949687;134949687;134950347;134950347;134950347;134950969;134950969;134950969;134951102;134951102;134951102;134951330;134951330;134951330;134951490;134951490;134951490;134951749;134951749;134951749;134951887;134951887;134951887;134952492;134952492;134952492;134955228;134955228;134955228;134955509;134955509;134955509;134955723;134955723;134955723;134955965;134955965;134955965;134956165;134956165;134956165;134956363;134956363;134956363;134956592;134956592;134956592;134957050;134957050;134957050;134957468;134957468;134957468;134961924;134961924;134961924;134963829;134964628;134964628	134944788;134944788;134944788;134944952;134944952;134944952;134949884;134949866;134949866;134950419;134950419;134950419;134951011;134951011;134951011;134951217;134951217;134951217;134951388;134951388;134951388;134951597;134951597;134951597;134951804;134951804;134951804;134952141;134952141;134952141;134952528;134952528;134952528;134955337;134955337;134955337;134955616;134955616;134955616;134955811;134955811;134955811;134956034;134956034;134956034;134956245;134956245;134956245;134956467;134956467;134956467;134956675;134956675;134956675;134957203;134957203;134957203;134957570;134957570;134957570;134962018;134962018;134962018;134963897;134964754;134964754	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2464	4	0	0	0	0	0
Fbrsl1	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	110361752;110361752;110370950;110370950;110371286;110371286;110371546;110371546;110374390;110374390;110376007;110376253;110376253;110376402;110376402;110377357;110377357;110378038;110378038;110378429;110378894;110378894;110379269;110379269;110381601;110386901;110396045;110416030;110417843;110429875;110432901;110432901;110447880;110447880	110363879;110363879;110371154;110371154;110371369;110371369;110371623;110371623;110374519;110374519;110376078;110376282;110376282;110376470;110376470;110377407;110377407;110378255;110378255;110378497;110379114;110379114;110379593;110379593;110381646;110387127;110396074;110416065;110417947;110432145;110433101;110433101;110448503;110448503	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7220	2888	3633	2853	5490	2862	3432
